53.13533176017645, 23.145476441852452
53.13529635931162, 23.145615916721226
53.13528026799976, 23.145728569499852
53.135273831473334, 23.145841222278477
53.13528026799976, 23.145953875057103
53.135289922787585, 23.14605579899967
53.135302795834654, 23.146168451778294
53.13533176017645, 23.14625428246677
53.135370379268466, 23.146366935245396
53.135402561818616, 23.14647958802402
53.135466926846625, 23.146592240802647
53.13561657516405, 23.14689533042133
53.13570829484287, 23.147080402843358
53.135742086254105, 23.14725206422031
53.13577265941285, 23.14738885688007
53.13581288722011, 23.147533696166875
53.13582576011049, 23.147606115810277
53.135841851218025, 23.147726815215947
53.13585472409973, 23.147834103576542
53.13585311736518, 23.14797832169802
53.13586277202429, 23.148160711911032
53.13587242668122, 23.148396746304343
53.13589495420562, 23.148643509533713
53.13589495420562, 23.148906366017172
53.13590782707142, 23.149169222500632
53.135933572791394, 23.150028040503685
53.13599471881453, 23.15191095123214
53.13600115523297, 23.1521738077156
next
53.13600115523297, 23.1521738077156
53.13612885646374, 23.152165378458676
53.13622890251424, 23.152175267509165
53.136325448163134, 23.15218331413621
53.1365716385858, 23.152191360763254
53.1367969096319, 23.152196725181284
53.13711228711201, 23.152207454017343
53.13732790099551, 23.152212818435373
53.13757501292441, 23.152185996345224
53.13780671485718, 23.152148445419016
53.1380537295946, 23.15206797914857
53.138233940308815, 23.151982148460093
53.13837875194206, 23.151896317771616
53.13853704600318, 23.151801422193103
53.13865128552624, 23.151699498250537
53.138767133746406, 23.15159757430797
53.13886689168567, 23.15151442582851
53.13900526521789, 23.151380315377764
53.139103413615885, 23.151291802480273
53.13921926061678, 23.151184514119677
53.13970677998843, 23.150787547185473
53.13997385399776, 23.15052381159751
53.14012348661635, 23.150322645921392
53.14038979521125, 23.149851439884742
53.14048311363634, 23.14967977850779
53.14063596234289, 23.149357913426
next
